Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
M,179,652,2,2,Single,Car,80328,5,Fair,,1
F,112,730,29,0,Married,Car,13160,7,Good,,1
F,106,729,29,1,Married,Car,8044,4,Good,,1
M,153,376,6,2,Married,Truck,14212,7,Very Poor,,1
F,177,707,8,3,Single,Truck,14228,1,Good,,1
M,91,701,30,0,Single,Utility,11090,3,Good,,0
M,98,790,14,4,Single,Utility,7398,4,Very Good,,1
F,593,692,12,1,Married,Car,24290,4,Good,,1
F,183,725,7,0,Married,Car,82152,2,Good,,0
M,129,790,25,0,Married,Car,12698,2,Very Good,,1
F,115,737,25,1,Married,Car,5085,5,Good,,1
M,82,719,5,1,Single,Utility,11909,5,Good,,0
F,83,732,23,2,Married,Car,10585,4,Good,,1
M,101,788,15,0,Married,Truck,6209,8,Very Good,,1
F,94,798,17,0,Married,Car,13239,1,Very Good,,1
M,187,633,3,0,Single,Car,11180,7,Fair,,0
F,437,358,8,2,Single,Truck,12583,3,Very Poor,,0
M,104,773,25,1,Married,Van,11312,2,Very Good,,1
F,491,758,4,0,Single,Car,9303,3,Very Good,,0
F,500,662,5,2,Single,Truck,20129,3,Fair,,1
M,122,644,4,3,Single,Car,71900,7,Fair,,0
M,84,687,20,1,Married,Truck,5293,7,Good,,1
M,136,750,15,1,Married,Van,10986,5,Very Good,,1
F,168,651,6,0,Single,Van,14358,5,Fair,,1
M,86,710,22,0,Married,Van,11488,7,Good,,1
M,83,763,22,0,Married,Van,12503,8,Very Good,,1
M,339,519,4,2,Single,Car,13024,1,Very Poor,,1
F,83,763,19,0,Married,Truck,6656,7,Very Good,,1
M,459,594,2,2,Married,Car,59445,4,Fair,,1
F,541,713,20,1,Married,Car,20966,3,Good,,1
F,94,649,5,3,Single,Van,75192,1,Fair,,1
F,491,660,7,2,Single,Truck,10489,5,Fair,,0
F,159,672,12,0,Married,Car,12793,7,Good,,1
M,98,641,1,2,Single,Car,87077,1,Fair,,1
M,334,427,4,2,Married,Car,14686,1,Very Poor,,1
F,96,751,24,0,Married,Truck,11126,3,Very Good,,1
M,93,701,22,0,Married,Van,11966,6,Good,,1
M,90,799,25,0,Married,Van,12864,3,Very Good,,1
M,80,512,6,1,Married,Truck,45211,4,Very Poor,,1
M,125,749,13,1,Married,Van,14237,6,Very Good,,1
F,196,726,5,1,Married,Car,63825,2,Good,,0
F,107,690,40,0,Married,Car,7377,2,Good,,1
F,108,723,17,0,Married,Car,10705,1,Good,,1
M,369,650,2,3,Married,Car,55361,6,Fair,,1
M,288,566,4,3,Single,Car,22202,2,Very Poor,,1
F,645,700,29,1,Married,Car,23844,6,Good,,1
F,337,727,6,1,Married,Truck,66196,6,Good,,1
F,81,682,16,1,Married,Truck,11398,8,Good,,0
F,99,751,14,0,Married,Car,16185,1,Very Good,,1
M,155,689,3,1,Married,Truck,7460,1,Good,,0
M,102,836,2,3,Single,Car,12647,5,Exceptional,,0
M,130,689,8,1,Married,Truck,72513,4,Good,,1
F,284,710,6,3,Single,Truck,10368,8,Good,,0
F,140,672,18,0,Single,Car,11378,8,Good,,0
F,253,592,5,3,Single,Truck,18223,5,Fair,,1
M,159,676,10,1,Married,Truck,14400,4,Good,,1
F,145,724,16,1,Single,Car,5543,4,Good,,1
F,154,780,12,0,Married,Truck,6253,5,Very Good,,0
M,148,790,5,1,Married,Van,13374,2,Very Good,,0
F,411,721,16,1,Married,Car,16199,1,Good,,0
M,112,781,18,0,Married,Utility,6814,7,Very Good,,1
F,158,320,5,2,Single,Van,10228,8,Very Poor,,1
M,121,769,16,0,Married,Van,9795,2,Very Good,,1
F,138,758,17,3,Married,Truck,16730,2,Very Good,,1
M,182,363,1,2,Single,Car,14497,8,Very Poor,,0
M,122,753,10,0,Married,Van,11414,5,Very Good,,0
M,492,392,2,3,Married,Car,13232,4,Very Poor,,0
F,363,420,8,3,Single,Truck,11586,5,Very Poor,,1
M,173,658,5,1,Single,Car,12193,5,Fair,,0
M,274,596,1,2,Married,Car,21122,5,Fair,,1
M,93,515,4,2,Single,Car,14034,3,Very Poor,,0
M,132,707,17,0,Married,Van,6985,3,Good,,0
F,152,728,8,2,Single,Van,10979,7,Good,,1
M,376,742,3,1,Married,Utility,6572,3,Very Good,,1
M,94,793,19,0,Single,Utility,14671,3,Very Good,,0
M,276,648,5,1,Single,Car,12164,2,Fair,,0
F,337,312,5,2,Single,Truck,14465,7,Very Poor,,1
F,96,396,6,3,Single,Van,14840,5,Very Poor,,1
F,157,688,28,1,Single,Car,7481,8,Good,,0
M,102,797,22,1,Married,Utility,12318,6,Very Good,,0
M,131,701,6,0,Single,Utility,8633,6,Good,,0
F,145,681,5,2,Married,Car,27828,5,Good,,0
M,81,787,11,0,Married,Truck,9442,2,Very Good,,1
M,111,776,21,1,Married,Truck,8427,3,Very Good,,1
F,222,617,7,1,Single,Utility,12925,5,Fair,,0
M,135,805,1,3,Single,Car,13099,1,Exceptional,,1
M,137,691,3,3,Single,Car,12898,1,Good,,1
M,99,787,19,0,Married,Van,7178,5,Very Good,,1
M,146,753,28,0,Married,Van,8104,6,Very Good,,1
F,160,758,22,0,Married,Car,24382,5,Very Good,,0
M,262,689,2,3,Single,Utility,13012,2,Good,,1
M,133,677,11,1,Married,Van,9405,8,Good,,1
M,90,718,30,0,Married,Car,9975,4,Good,,0
F,202,654,6,1,Single,Truck,11604,7,Fair,,1
F,100,694,12,0,Married,Car,14476,2,Good,,1
M,153,709,28,0,Married,Van,5843,5,Good,,1
F,173,341,1,1,Married,Car,76751,4,Very Poor,,1
F,138,684,15,0,Married,Truck,16489,7,Good,,1
M,121,672,10,0,Married,Van,10863,7,Good,,0
M,124,761,37,1,Married,Van,13312,4,Very Good,,1
F,84,721,19,1,Single,Car,9604,5,Good,,1
F,197,605,7,1,Single,Van,14120,4,Fair,,0
F,388,585,7,2,Single,Truck,13339,7,Fair,,1
M,101,534,6,2,Married,Truck,13177,7,Very Poor,,0
M,80,774,30,1,Married,Van,9689,8,Very Good,,0
F,255,661,5,0,Single,Utility,13139,3,Fair,,1
F,129,676,34,0,Married,Truck,9015,6,Good,,0
F,94,778,9,0,Married,Car,12808,3,Very Good,,1
M,137,789,3,0,Married,Van,11878,4,Very Good,,0
F,83,786,22,1,Married,Car,13756,2,Very Good,,1
M,132,767,19,1,Married,Truck,11073,4,Very Good,,1
M,136,795,14,1,Married,Van,9475,3,Very Good,,1
M,213,306,2,3,Married,Car,13419,5,Very Poor,,1
F,104,762,19,1,Married,Car,6432,5,Very Good,,1
F,90,798,24,0,Married,Car,19814,5,Very Good,,1
M,93,749,18,0,Single,Utility,12834,7,Very Good,,1
M,135,724,4,2,Single,Car,12676,6,Good,,1
F,358,661,7,2,Single,Truck,14056,5,Fair,,1
F,116,682,12,0,Married,Car,18662,6,Good,,0
M,95,671,39,0,Married,Truck,6438,7,Good,,1
F,280,714,7,0,Married,Car,71461,3,Good,,1
F,95,786,40,0,Single,Car,13461,4,Very Good,,1
F,155,692,5,0,Married,Truck,60207,5,Good,,1
M,113,642,5,3,Single,Car,30004,1,Fair,,0
F,489,632,2,0,Married,Car,14296,2,Fair,,1
F,80,552,7,0,Married,Car,49071,1,Very Poor,,1
M,129,693,37,1,Married,Van,8833,7,Good,,1
M,91,732,5,1,Married,Utility,88512,3,Good,,0
F,97,779,35,0,Single,Car,14257,2,Very Good,,1
F,122,782,6,3,Married,Truck,14097,5,Very Good,,1
F,152,684,20,1,Married,Car,23929,6,Good,,0
F,364,543,5,3,Single,Truck,14393,3,Very Poor,,1
M,115,699,12,1,Married,Van,10543,7,Good,,0
F,280,459,6,2,Single,Truck,15841,4,Very Poor,,1
M,189,530,3,0,Married,Van,57363,7,Very Poor,,1
M,424,589,5,3,Single,Car,24467,7,Fair,,1
F,417,337,8,3,Single,Truck,12720,5,Very Poor,,1
M,168,698,7,0,Married,Van,25071,6,Good,,1
F,147,769,34,0,Married,Car,12808,1,Very Good,,1
F,235,717,6,3,Single,Truck,11159,6,Good,,1
F,681,679,31,0,Married,Car,8993,7,Good,,1
M,435,643,1,2,Married,Car,34181,7,Fair,,1
M,114,682,22,0,Married,Utility,13917,3,Good,,1
F,123,697,19,0,Married,Truck,10419,2,Good,,1
M,102,737,23,1,Married,Truck,14254,1,Good,,0
F,144,356,7,2,Single,Van,11795,8,Very Poor,,1
M,115,731,25,0,Married,Truck,12531,3,Good,,1
F,122,729,16,1,Married,Truck,7866,7,Good,,1
F,103,711,25,1,Married,Truck,8274,3,Good,,0
F,375,695,5,3,Single,Truck,12177,5,Good,,1
M,120,847,1,2,Single,Car,13070,6,Exceptional,,0
F,428,601,7,3,Single,Utility,14424,8,Fair,,1
M,89,785,20,0,Single,Utility,9433,4,Very Good,,0
M,125,753,25,1,Married,Truck,11779,8,Very Good,,1
F,389,648,6,2,Single,Truck,13724,1,Fair,,0
M,313,734,8,1,Married,Utility,31289,7,Good,,1
F,150,771,19,0,Married,Car,21835,5,Very Good,,1
M,110,760,21,1,Married,Van,13844,4,Very Good,,0
M,131,758,5,0,Married,Van,5664,6,Very Good,,0
M,153,659,7,2,Married,Truck,49605,8,Fair,,1
M,196,693,5,0,Married,Car,32080,6,Good,,1
F,293,456,5,2,Single,Utility,14981,5,Very Poor,,1
M,195,838,2,3,Single,Car,13483,7,Exceptional,,0
M,139,533,3,2,Single,Car,13354,7,Very Poor,,1
M,145,783,11,1,Married,Truck,12718,7,Very Good,,0
M,136,784,19,1,Married,Van,5241,1,Very Good,,1
F,97,711,25,1,Married,Truck,9489,3,Good,,1
M,448,597,2,3,Married,Car,95796,4,Fair,,0
M,243,588,1,3,Single,Car,65949,8,Fair,,0
M,326,381,1,3,Married,Car,23483,2,Very Poor,,1
F,612,592,1,2,Married,Car,5632,4,Fair,,0
M,107,790,36,1,Single,Utility,5265,6,Very Good,,0
M,333,720,3,3,Married,Car,10759,6,Good,,0
M,125,740,20,1,Married,Van,8435,5,Very Good,,1
F,139,676,11,0,Married,Truck,12299,8,Good,,1
M,108,683,18,1,Married,Van,5201,7,Good,,1
F,107,760,35,3,Married,Truck,17642,2,Very Good,,0
M,165,695,7,2,Married,Truck,10754,5,Good,,1
M,86,787,21,1,Married,Van,5573,1,Very Good,,0
M,96,699,31,1,Married,Utility,13256,4,Good,,1
M,80,750,22,0,Married,Truck,14760,2,Very Good,,0
M,118,797,3,1,Single,Utility,5658,5,Very Good,,1
M,129,764,10,0,Single,Utility,5207,6,Very Good,,1
F,369,691,34,1,Married,Truck,5523,3,Good,,1
M,114,771,14,1,Single,Utility,14201,1,Very Good,,1
F,481,403,8,2,Single,Truck,18654,7,Very Poor,,1
F,154,715,7,1,Married,Car,27519,8,Good,,1
F,628,674,8,1,Married,Car,18702,3,Good,,0
F,181,675,7,1,Married,Truck,77022,8,Good,,1
M,135,670,22,1,Married,Van,11821,2,Good,,0
F,500,677,16,1,Married,Car,15534,8,Good,,1
M,419,639,3,1,Married,Car,13569,7,Fair,,1
M,150,701,4,2,Single,Car,13235,7,Good,,1
F,91,799,34,0,Married,Car,6090,4,Very Good,,1
F,151,684,21,1,Married,Car,14826,1,Good,,1
M,146,736,13,1,Married,Truck,14891,8,Good,,1
F,334,635,7,3,Single,Truck,24260,4,Fair,,1
F,99,679,15,1,Married,Car,11744,3,Good,,1
M,103,689,5,2,Single,Car,10952,8,Good,,1
M,347,613,4,0,Single,Utility,13430,6,Fair,,1
M,424,683,1,3,Single,Car,10186,2,Good,,1
M,406,720,1,3,Single,Utility,13149,6,Good,,0
M,368,583,4,1,Married,Car,14679,1,Fair,,0
F,602,695,9,0,Married,Car,20365,2,Good,,0
M,114,677,17,1,Married,Van,11851,6,Good,,0
F,102,638,7,3,Single,Van,70870,3,Fair,,1
M,188,379,8,2,Married,Truck,13616,3,Very Poor,,1
M,108,774,17,0,Single,Utility,6595,7,Very Good,,1
F,115,738,17,2,Married,Car,13384,4,Good,,1
M,294,423,1,2,Married,Car,14864,7,Very Poor,,1
M,361,546,1,2,Single,Car,21440,7,Very Poor,,1
M,155,738,18,1,Married,Truck,11383,7,Good,,0
M,122,703,1,3,Single,Car,16670,4,Good,,0
M,601,661,1,0,Married,Van,11537,7,Fair,,1
F,106,756,28,0,Married,Car,5719,3,Very Good,,0
F,371,720,5,3,Single,Utility,14981,6,Good,,0
F,397,687,8,2,Single,Truck,12384,2,Good,,1
M,146,742,17,1,Married,Truck,8803,6,Very Good,,0
M,116,798,31,0,Married,Truck,9550,7,Very Good,,1
M,137,793,17,1,Married,Van,9107,8,Very Good,,1
M,150,317,5,2,Single,Car,10572,3,Very Poor,,0
M,131,704,15,1,Married,Utility,6101,6,Good,,1
F,286,633,8,0,Single,Truck,11587,5,Fair,,0
F,146,700,15,0,Married,Car,9478,8,Good,,0
M,416,561,4,3,Married,Car,11604,3,Very Poor,,1
M,207,517,3,3,Married,Car,12861,7,Very Poor,,1
M,100,782,3,0,Married,Van,13707,3,Very Good,,1
F,130,717,25,2,Married,Car,7041,5,Good,,1
F,335,675,5,2,Single,Truck,13308,5,Good,,0
M,83,773,32,1,Married,Van,7791,7,Very Good,,1
F,188,683,7,3,Single,Truck,13700,3,Good,,0
M,220,485,3,2,Married,Car,14960,1,Very Poor,,1
F,268,673,6,3,Single,Truck,12392,6,Good,,0
M,135,684,13,1,Married,Truck,8129,8,Good,,1
M,255,700,3,2,Married,Car,14430,7,Good,,1
M,119,759,22,1,Married,Van,8674,6,Very Good,,1
M,84,834,19,0,Single,Utility,11975,5,Exceptional,,1
M,118,753,18,1,Married,Van,14072,5,Very Good,,1
F,120,759,3,0,Married,Truck,9926,2,Very Good,,1
F,120,680,32,1,Single,Car,8769,7,Good,,0
M,110,696,12,1,Married,Truck,9991,8,Good,,1
M,137,743,15,1,Married,Van,7100,1,Very Good,,1
M,117,739,16,0,Married,Van,9706,1,Good,,1
F,90,676,10,0,Married,Truck,8578,2,Good,,1
M,146,475,6,4,Married,Truck,12757,1,Very Poor,,0
F,109,753,25,1,Single,Car,5253,6,Very Good,,1
M,86,670,10,0,Married,Van,62488,2,Good,,1
M,147,702,20,0,Married,Van,11128,6,Good,,1
M,621,612,2,0,Married,Van,13533,8,Fair,,1
F,160,719,7,0,Married,Car,46882,7,Good,,1
F,145,673,34,0,Married,Car,8867,6,Good,,0
M,84,762,2,4,Single,Utility,5034,6,Very Good,,1
M,200,697,3,2,Single,Car,10484,6,Good,,1
M,426,711,5,3,Married,Car,10095,8,Good,,1
F,298,647,8,0,Single,Truck,11492,1,Fair,,0
M,113,608,8,3,Married,Truck,42768,8,Fair,,1
M,107,678,18,1,Married,Van,11543,6,Good,,1
F,95,762,40,0,Single,Car,5824,4,Very Good,,1
F,110,758,30,1,Married,Car,22004,3,Very Good,,1
F,144,674,5,1,Married,Car,22370,3,Good,,1
M,408,435,1,2,Single,Car,12988,3,Very Poor,,0
F,298,651,8,2,Single,Truck,22883,6,Fair,,1
M,89,783,20,0,Single,Utility,13432,6,Very Good,,0
F,160,725,15,1,Married,Truck,12540,2,Good,,1
F,347,424,8,2,Single,Truck,12751,8,Very Poor,,0
F,273,354,7,2,Single,Truck,11902,5,Very Poor,,0
M,116,717,11,0,Single,Utility,5800,1,Good,,1
F,163,707,6,1,Married,Car,92849,5,Good,,1
M,354,604,4,0,Married,Car,14983,3,Fair,,1
F,565,730,33,1,Single,Car,14072,7,Good,,1
M,80,777,18,1,Married,Van,13819,2,Very Good,,1
F,394,300,7,2,Single,Truck,11958,6,Very Poor,,0
M,185,718,11,2,Married,Truck,10949,4,Good,,0
M,131,785,34,0,Married,Van,10309,7,Very Good,,1
M,97,689,5,2,Single,Car,12141,4,Good,,1
F,669,702,5,1,Married,Truck,21839,6,Good,,1
F,121,704,19,0,Married,Car,10132,1,Good,,0
M,104,677,9,1,Married,Truck,11673,6,Good,,0
M,119,677,33,0,Married,Van,5528,3,Good,,1
F,115,687,15,0,Married,Car,7555,2,Good,,1
F,198,719,6,3,Single,Van,10046,2,Good,,1
F,124,686,10,0,Single,Car,8193,4,Good,,1
M,188,542,2,2,Single,Car,11570,1,Very Poor,,1
F,153,713,30,0,Married,Car,11638,3,Good,,0
F,404,688,8,2,Single,Truck,14929,6,Good,,1
M,200,602,4,0,Married,Car,13764,1,Fair,,1
F,120,661,8,2,Single,Van,81184,5,Fair,,0
M,80,676,14,0,Married,Truck,30767,4,Good,,1
F,94,749,6,1,Married,Car,13144,4,Very Good,,0
F,81,709,17,2,Married,Car,5153,7,Good,,0
M,148,703,9,1,Married,Van,9925,4,Good,,1
F,394,707,20,3,Married,Truck,19347,6,Good,,1
F,96,768,21,0,Single,Car,10580,3,Very Good,,1
M,113,715,24,1,Single,Utility,11222,1,Good,,1
F,418,505,7,3,Single,Truck,14619,8,Very Poor,,0
F,263,527,8,2,Single,Truck,14775,7,Very Poor,,1
M,80,693,13,1,Married,Van,58344,6,Good,,1
F,102,749,16,1,Married,Car,14988,2,Very Good,,1
M,115,371,1,3,Single,Car,14998,2,Very Poor,,1
M,133,750,39,0,Single,Utility,13093,2,Very Good,,1
M,148,833,1,2,Married,Truck,11840,3,Exceptional,,1
M,492,660,5,1,Married,Car,11597,3,Fair,,0
F,683,720,20,1,Married,Car,18004,7,Good,,1
M,140,750,10,1,Married,Van,14228,8,Very Good,,0
M,116,749,22,1,Married,Van,13468,6,Very Good,,1
M,131,774,6,0,Married,Van,13685,5,Very Good,,1
F,390,725,12,0,Married,Car,19570,8,Good,,0
F,401,715,23,1,Married,Car,22926,8,Good,,1
F,89,733,17,0,Married,Truck,13773,8,Good,,0
F,128,754,7,3,Married,Truck,19534,5,Very Good,,1
F,96,697,19,0,Married,Truck,9056,6,Good,,1
F,89,754,16,0,Single,Car,11604,3,Very Good,,0
M,414,622,1,0,Married,Van,6217,8,Fair,,0
F,123,710,11,0,Married,Car,5897,4,Good,,0
F,113,783,5,1,Married,Truck,9248,5,Very Good,,0
M,140,794,9,0,Married,Van,5603,3,Very Good,,1
F,104,759,33,0,Married,Car,14801,3,Very Good,,1
M,185,585,5,1,Single,Car,11574,7,Fair,,1
M,471,611,3,3,Married,Car,13941,7,Fair,,1
M,321,352,2,2,Married,Car,17213,1,Very Poor,,1
M,81,778,18,1,Married,Van,12997,4,Very Good,,0
M,111,402,3,2,Single,Car,11976,3,Very Poor,,1
M,132,691,15,1,Married,Van,14228,3,Good,,0
F,334,316,6,3,Single,Truck,13255,4,Very Poor,,1
F,92,751,29,1,Married,Car,14591,5,Very Good,,1
M,97,731,24,1,Married,Truck,9219,2,Good,,0
M,148,611,2,3,Single,Car,73877,8,Fair,,1
F,348,700,7,2,Single,Truck,11721,1,Good,,1
M,134,749,33,1,Married,Truck,9139,3,Very Good,,1
F,466,613,8,2,Single,Truck,14164,8,Fair,,1
M,158,784,35,0,Married,Van,5282,5,Very Good,,1
M,294,586,2,3,Married,Car,88189,1,Fair,,0
F,201,636,7,0,Single,Truck,12236,5,Fair,,1
M,152,775,6,1,Married,Van,11999,2,Very Good,,0
F,395,687,1,0,Married,Car,15173,7,Good,,1
M,263,514,2,2,Single,Car,14617,6,Very Poor,,1
F,92,768,33,1,Single,Car,10655,6,Very Good,,1
F,289,680,8,3,Single,Truck,11038,6,Good,,0
F,113,676,7,1,Single,Car,73376,4,Good,,1
M,124,779,20,0,Married,Van,8262,6,Very Good,,1
M,191,613,4,1,Single,Car,10930,8,Fair,,0
M,200,616,5,1,Married,Car,12671,2,Fair,,1
F,413,731,8,2,Single,Truck,13333,5,Good,,1
M,237,647,4,1,Married,Car,10099,7,Fair,,1
F,92,737,21,0,Married,Truck,9340,4,Good,,1
F,154,758,16,0,Married,Truck,8223,6,Very Good,,1
M,257,568,2,1,Married,Utility,37217,6,Very Poor,,0
M,114,683,22,1,Married,Truck,10114,5,Good,,0
F,148,728,23,0,Married,Truck,7942,1,Good,,0
F,87,770,22,0,Single,Car,6685,2,Very Good,,0
F,158,699,16,0,Married,Car,13743,4,Good,,0
M,113,643,1,3,Single,Car,92802,3,Fair,,1
M,157,673,37,1,Married,Van,10806,5,Good,,1
F,359,687,27,1,Married,Car,21893,4,Good,,1
M,343,711,4,1,Married,Van,48474,2,Good,,1
M,193,618,5,1,Married,Truck,14117,6,Fair,,1
F,417,692,33,1,Married,Car,15920,6,Good,,1
F,126,686,16,0,Married,Car,14309,6,Good,,0
F,665,589,2,0,Married,Car,5580,6,Fair,,1
F,102,679,22,1,Married,Truck,6205,4,Good,,1
M,105,834,16,1,Single,Utility,13688,4,Exceptional,,1
M,456,485,4,3,Married,Car,12155,1,Very Poor,,1
M,200,587,1,2,Single,Car,89940,5,Fair,,0
F,150,702,11,1,Single,Car,13308,4,Good,,0
M,215,666,5,0,Married,Car,11286,1,Fair,,1
M,133,687,11,0,Married,Truck,5758,7,Good,,1
M,116,676,21,1,Married,Truck,9504,3,Good,,1
F,554,738,39,0,Married,Car,18674,8,Good,,0
F,134,703,40,0,Married,Car,8183,6,Good,,1
M,102,776,14,1,Single,Utility,13756,8,Very Good,,1
M,483,670,5,3,Single,Utility,13489,8,Good,,1
M,115,729,39,1,Married,Car,6702,6,Good,,1
M,136,742,19,0,Married,Van,11607,6,Very Good,,0
F,123,706,29,1,Married,Car,13635,3,Good,,0
M,325,647,2,2,Married,Car,35507,3,Fair,,0
F,105,794,19,1,Married,Truck,7405,4,Very Good,,1
F,511,729,20,1,Married,Car,19482,8,Good,,1
M,183,714,6,2,Married,Truck,10502,4,Good,,1
M,169,608,5,1,Single,Car,13066,7,Fair,,1
M,92,696,11,0,Single,Utility,11269,2,Good,,1
M,114,689,19,1,Married,Van,7988,7,Good,,1
F,147,790,14,1,Married,Truck,7200,2,Very Good,,1
M,115,753,30,1,Married,Utility,7382,1,Very Good,,1
M,156,770,14,1,Married,Van,8788,2,Very Good,,1
M,195,704,8,2,Married,Truck,12164,7,Good,,0
F,404,612,6,2,Single,Utility,10482,8,Fair,,0
F,487,716,2,0,Married,Car,18342,4,Good,,1
F,261,676,5,1,Married,Car,48616,3,Good,,1
M,214,806,2,2,Married,Car,11296,3,Exceptional,,0
M,105,674,5,2,Single,Car,10034,1,Good,,1
M,83,842,10,0,Single,Utility,11043,4,Exceptional,,1
F,80,772,20,1,Single,Car,7276,2,Very Good,,1
M,87,576,1,0,Married,Van,46359,3,Very Poor,,1
M,341,346,5,3,Married,Car,14978,6,Very Poor,,0
F,133,740,19,1,Married,Car,8931,6,Very Good,,0
M,93,684,7,1,Single,Utility,7902,4,Good,,0
M,125,758,15,0,Married,Truck,13652,3,Very Good,,1
M,461,647,1,0,Married,Van,11778,8,Fair,,1
M,89,733,22,0,Married,Van,7001,6,Good,,0
F,148,670,19,1,Single,Car,7766,1,Good,,1
M,113,748,11,1,Married,Utility,14160,5,Very Good,,1
M,156,788,8,0,Single,Utility,8233,8,Very Good,,1
F,140,769,24,1,Single,Car,14259,6,Very Good,,1
F,146,644,8,2,Single,Van,82811,5,Fair,,0
M,82,780,19,0,Single,Utility,9884,2,Very Good,,1
F,145,695,14,0,Married,Car,5900,2,Good,,0
M,196,682,1,3,Single,Car,20109,1,Good,,1
F,390,605,5,3,Single,Truck,14726,3,Fair,,0
M,172,735,4,3,Single,Car,11482,7,Good,,1
F,81,687,27,1,Single,Car,5465,2,Good,,1
M,185,645,7,1,Married,Truck,12907,8,Fair,,1
F,349,731,5,2,Single,Truck,10226,3,Good,,1
M,122,780,19,1,Single,Utility,10916,6,Very Good,,1
M,95,734,13,1,Married,Van,14374,1,Good,,1
M,128,790,20,0,Married,Truck,9833,5,Very Good,,1
M,407,724,1,3,Married,Car,12389,2,Good,,1
M,326,616,4,1,Single,Car,10972,1,Fair,,1
F,483,702,15,3,Married,Truck,16361,8,Good,,1
M,120,773,9,0,Single,Utility,12863,4,Very Good,,1
F,132,759,21,1,Married,Truck,5134,8,Very Good,,1
F,138,693,18,1,Married,Car,9519,8,Good,,1
F,182,696,7,3,Single,Van,13132,2,Good,,1
M,149,677,31,1,Married,Van,13228,2,Good,,0
M,305,726,3,3,Married,Car,12842,3,Good,,1
M,129,704,15,0,Married,Truck,14324,2,Good,,0
M,82,841,10,1,Single,Utility,8132,6,Exceptional,,0
F,125,779,8,0,Single,Car,11581,3,Very Good,,1
M,133,724,19,4,Single,Utility,12214,4,Good,,1
F,255,632,7,0,Single,Truck,14480,1,Fair,,1
F,139,779,13,1,Married,Car,12748,8,Very Good,,0
F,108,776,12,1,Married,Car,9762,7,Very Good,,0
M,158,797,9,0,Married,Van,6888,7,Very Good,,1
F,156,747,5,0,Single,Car,5604,1,Very Good,,0
M,160,783,3,0,Single,Utility,9029,3,Very Good,,1
F,110,713,20,1,Married,Truck,5033,7,Good,,0
F,153,758,15,0,Married,Car,11698,1,Very Good,,1
F,101,685,13,0,Married,Car,11615,3,Good,,1
M,153,759,21,0,Married,Van,6457,1,Very Good,,1
F,375,724,7,2,Single,Truck,14945,1,Good,,1
M,403,835,3,2,Married,Car,20522,4,Exceptional,,0
M,113,754,34,1,Married,Utility,11524,7,Very Good,,0
M,463,608,4,1,Single,Utility,14425,1,Fair,,1
M,128,689,32,0,Married,Van,14417,8,Good,,1
F,146,788,3,1,Married,Car,13470,3,Very Good,,1
M,150,620,3,2,Single,Car,36906,7,Fair,,1
M,159,791,9,1,Married,Van,14462,1,Very Good,,1
M,258,451,3,3,Married,Car,12878,1,Very Poor,,0
M,238,498,5,2,Married,Car,17552,6,Very Poor,,1
M,93,682,10,1,Married,Van,34968,7,Good,,1
M,192,374,5,3,Married,Truck,12322,3,Very Poor,,1
F,308,606,7,3,Single,Truck,20798,2,Fair,,1
M,156,676,5,0,Married,Utility,13220,1,Good,,1
F,91,749,29,0,Married,Car,9233,8,Very Good,,1
M,141,731,6,3,Married,Truck,11633,7,Good,,1
F,314,686,6,2,Single,Truck,13686,1,Good,,1
F,144,744,20,1,Married,Truck,7284,5,Very Good,,1
F,106,753,17,0,Married,Car,8498,6,Very Good,,0
F,82,526,1,2,Married,Car,57260,5,Very Poor,,1
F,128,795,21,1,Married,Car,13547,3,Very Good,,1
M,88,754,18,0,Married,Van,13634,5,Very Good,,1
F,449,617,7,3,Single,Truck,12991,6,Fair,,1
F,135,777,34,0,Married,Truck,17387,4,Very Good,,1
M,87,684,20,1,Single,Utility,6610,8,Good,,1
M,122,722,10,1,Married,Truck,12045,6,Good,,1
M,136,745,7,1,Married,Van,6024,5,Very Good,,0
M,96,764,16,0,Married,Utility,10927,5,Very Good,,1
M,82,720,21,0,Married,Utility,14172,1,Good,,0
F,112,691,11,0,Married,Car,13232,2,Good,,0
F,496,502,6,3,Single,Truck,10359,3,Very Poor,,1
F,582,716,40,0,Married,Truck,21865,1,Good,,1
M,140,725,24,0,Married,Van,10166,4,Good,,1
M,315,553,1,0,Married,Van,87116,2,Very Poor,,0
F,103,767,31,0,Married,Car,23569,3,Very Good,,0
F,99,777,15,0,Married,Truck,7924,3,Very Good,,1
F,411,693,5,0,Married,Car,17246,1,Good,,1
F,465,643,8,2,Single,Truck,11828,5,Fair,,0
M,132,847,1,2,Single,Car,11549,2,Exceptional,,1
M,268,553,2,0,Married,Truck,54524,1,Very Poor,,0
F,231,820,8,2,Single,Truck,16483,7,Exceptional,,1
M,153,787,10,0,Single,Utility,7156,2,Very Good,,1
F,125,789,21,0,Married,Car,23166,1,Very Good,,0
M,117,656,4,2,Single,Car,96015,5,Fair,,0
F,334,656,7,1,Single,Truck,14501,6,Fair,,1
F,349,664,5,1,Single,Truck,11060,8,Fair,,1
M,349,679,3,1,Married,Car,12266,3,Good,,1
F,148,778,10,1,Married,Truck,10231,6,Very Good,,1
F,85,749,24,0,Married,Car,17612,7,Very Good,,0
M,127,684,3,3,Single,Car,10980,7,Good,,1
